"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AC018630.1",121.582025228826,-4.69931537137706e-07,0.00144269357803758,0.648012474120921,0.753671188853103
"RWDD3",268.359997939655,-1.64232371442442e-06,0.00144268159577158,0.648106547418727,0.753736755996396
"ZFX",1202.33708759766,0.746956277306189,0.157344664944628,0.648364145312554,0.753952077685128
"MAN2B2",1036.81686437654,5.01797372768707e-06,0.00144264972384693,0.6483671113193,0.753952077685128
"ADAM28",495.703989075137,-3.07681385400208e-06,0.00144268368167609,0.64841807490977,0.753966822617556
"XPO7",1037.79637170391,-5.49136418152215e-06,0.0014426854618626,0.648455210649769,0.753966822617556
"PRKAR1B",986.995454269831,2.95451805374853e-06,0.00144266974647066,0.648508067652047,0.753984433600921
"ITGAM",642.714692666386,7.99506180735407e-07,0.00144268028670118,0.648625372812741,0.754076968485751
"ASPHD1",249.729146433302,-1.12267790185174e-06,0.00144268672366882,0.648702408842623,0.754122679365044
"RP9",457.01673332394,-3.18685260382827e-06,0.00144268211286565,0.64890331473731,0.75431237644522
"PAN3",932.706736565488,-6.66263673793575e-06,0.00144268422308365,0.649091465011585,0.754487224663777
"ZNF765",533.278585590609,2.13623634869824e-06,0.00144267323386603,0.64915156461485,0.754513218399564
"MRS2",1591.11411315197,2.18815814181046e-05,0.00144274810187864,0.64971355833979,0.755122530107874
"SLC16A1",1368.35112613788,-7.58741865582019e-07,0.00144267590081418,0.649878233714752,0.755212181623369
"FAM126B",1291.10424520481,1.17030420419176e-05,0.00144269737898469,0.6499040110539,0.755212181623369
"DDX26B",253.947673283544,2.63904349697181e-06,0.00144266907496598,0.649834967946155,0.755212181623369
"SCNN1A",2802.46913970458,-7.98649809617228e-07,0.00144267275106276,0.650127594847303,0.755428089229789
"PPA1",2346.21245247795,-1.93494993418377e-06,0.00144267001841108,0.650945966210117,0.756335056276446
"UNC119",1039.5596840385,-8.97091274794114e-05,0.00144406974654284,0.651039727333666,0.756400041159238
"B3GALTL",118.77535432076,-1.6289314769136e-06,0.00144267702422994,0.651119003850808,0.756448190760781
"GPR75",209.941996358134,-1.44120213069927e-06,0.00144268115362725,0.651265790389761,0.756534139345152
"C1orf210",585.7295910161,1.57704859069186e-06,0.00144267162133776,0.651268660918714,0.756534139345152
"YAP1",2672.45704547099,1.27242798262869e-06,0.00144267184636405,0.651500202086944,0.756759137891499
"TMEM87A",1048.598392324,-1.42056418255215e-06,0.00144268145967368,0.651727779576995,0.756891567429278
"WIF1",379.069611856622,-6.24404834072256e-07,0.00144269239704585,0.651656775931327,0.756891567429278
"ZNF526",1041.70459563246,9.9518857464832e-05,0.00144438992916469,0.65172392706587,0.756891567429278
"DDX20",251.402676440363,-2.0085933596313e-05,0.00144273233785141,0.652022126118019,0.75718942844884
"HLA-G",133.747858204427,9.41946642768754e-07,0.00144268925154877,0.652283241150886,0.757448665557603
"ACE2",49.7543301107102,-2.76461270515702e-06,0.00144269256389961,0.652328979803127,0.757457786293264
"DDX10",1267.94231762818,0.549526088846272,0.321133118386424,0.652441406193396,0.757544336552309
"TMEM9B",435.169845584925,2.7252995812742e-06,0.00144267308797974,0.652492473752879,0.757559637664193
"LNP1",75.1321233069801,1.32384482423844e-06,0.00144268349272588,0.65256563243495,0.757600583840691
"DHX8",746.366131105196,2.07971345326951e-06,0.00144266653793289,0.652614259096463,0.757613046297084
"KDM5C",3963.14575427817,3.00664252469044e-06,0.00144265804711751,0.653054089208316,0.75803561449237
"HAT1",535.454539239931,1.6493718638151e-06,0.00144266960626391,0.653049003808997,0.75803561449237
"RAB40B",1162.86010159415,-2.59282461484903e-06,0.00144264955638469,0.653600721370167,0.758626078200111
"PBRM1",1667.3382959299,3.83461258765925e-06,0.00144259692902063,0.65373319664095,0.758735794603771
"PLEKHH3",1439.07663764963,-3.13907406849668e-06,0.00144264716448989,0.653903579300703,0.758813868672602
"PTDSS2",1371.61753698203,-6.37906645394872e-06,0.00144268123045472,0.65395488579051,0.758813868672602
"SDAD1",511.062218111495,-7.73503210612656e-07,0.00144267689147355,0.65386454874225,0.758813868672602
"NBPF16",147.160576343721,1.17569901945041e-06,0.00144268562775929,0.653990226316209,0.758813868672602
"AC073657.1",607.104264382497,2.30716910334981,0.442618617886845,0.653951385084786,0.758813868672602
"MKS1",645.741979580724,1.95899895224102e-06,0.00144266949721205,0.654134169718789,0.758936841487697
"C19orf71",726.390612318776,-1.07673451669705e-06,0.00144268709942454,0.654320948315898,0.759109495220383
"AMMECR1",273.215993625566,-3.08748676203558e-05,0.001442838613843,0.654448714554895,0.759169621652969
"DUS2",418.619069671305,5.45519195672512e-06,0.00144267730456856,0.65443755897069,0.759169621652969
"SPG20OS",27.2104924525697,6.05040118757642e-07,0.00144269262648272,0.654587528311629,0.759286595176813
"AL359091.2",941.388489851602,1.87102184826169e-06,0.00144267951253597,0.654758175283904,0.759440477817982
"RP1-102H19.8",113.660973949681,-1.56369601691912e-06,0.00144267838801373,0.654815899041149,0.759463372900326
"AMMECR1L",399.494473643446,5.50479163372675e-06,0.00144267082255809,0.654871357339723,0.759483637972762
"GALC",2840.42744805901,-0.61605939150371,0.202042418250485,0.654938800544638,0.759517799320775
"SIPA1L1",1324.3920600446,2.42779419481531e-06,0.00144265551237975,0.655113474032659,0.759676302042048
"TMEM59",2479.6387611348,-1.76024744719666e-06,0.0014426736682659,0.655558586140967,0.760148371588615
"FCGR1A",420.811568125825,-9.74474847437324e-07,0.00144268846242021,0.655802526053073,0.760370095852226
"RSPH9",144.90817395251,-5.33734709206292e-06,0.00144268491013081,0.655825862907454,0.760370095852226
"CBWD3",642.5465124824,2.20618361573445e-06,0.00144266974435501,0.656122016768186,0.760669349603566
"SLC24A3",285.05883974893,-6.9301554079804e-06,0.00144268761084832,0.656198261114973,0.760713633254059
"PLA2G7",158.434073897187,-1.41242981068875e-05,0.00144271915728997,0.656476633031395,0.76099221943586
"P2RX7",292.302612536053,6.32112501626199e-07,0.00144266722352427,0.656530987487272,0.76101110579283
"NT5DC3",1015.18713106014,3.22130510736359e-05,0.00144284637558722,0.656890635843955,0.761295581559474
"LCTL",87.5193387868147,2.53526752580191e-06,0.00144268353119889,0.656877200941882,0.761295581559474
"DKFZP434E1119",159.159120511828,-4.3466162063969e-06,0.00144267890102853,0.656863656586071,0.761295581559474
"EXOSC1",930.865610046796,2.20761814160233e-05,0.00144271146660104,0.657126028290005,0.761524245617015
"CCL25",11.8190398832632,-3.78423185270092e-07,0.0014426940484989,0.657176337079411,0.761538407532499
"TRIM44",1061.18056686601,3.0049538254849e-06,0.00144267548672743,0.657386224557267,0.761711138087227
"XXcos-LUCA11.5",47.5657236556234,-3.80824564801181e-07,0.00144269402437238,0.657401590418785,0.761711138087227
"ZNF860",119.976461666399,3.46357954045475e-06,0.001442687872188,0.65750436111265,0.761786069194317
"ICAM2",748.43574118555,1.41927121004666e-06,0.00144268140403416,0.657589993527473,0.76184113631871
"MRFAP1",3515.31215809115,5.00961759958354e-06,0.0014426795320655,0.657628292949977,0.761841363302731
"BRD9",2252.93959259836,1.65871920209684e-05,0.00144270691000258,0.657708324301361,0.761842822688713
"IER3",2760.60009662106,1.2201552799009e-06,0.00144268499228705,0.657743710756929,0.761842822688713
"JRKL",212.454464996499,1.53799546475366e-06,0.00144267894266528,0.657743863421655,0.761842822688713
"ASB7",275.019654866191,-5.96618714031991e-06,0.00144268627349665,0.657918737548271,0.762001230292541
"ODAM",54.0323987321799,3.23197508589057e-07,0.00144269435866083,0.658232961047272,0.762321004586374
"KIAA0141",2441.74163625829,2.06854663055302e-06,0.00144267041546344,0.658646669557169,0.762755951991082
"GCAT",717.023345174003,-1.59744267465006e-06,0.00144267714537422,0.658684891421925,0.762756036087685
"C18orf32",256.162464945413,-7.72123059333758e-06,0.00144269644652225,0.658832042011492,0.762882252156007
"HOXB5",91.3012810947642,-1.23638327064971e-05,0.00144271460566885,0.658879611768592,0.762893152519182
"KEL",132.323929023696,1.02668716053812e-06,0.00144268785754187,0.65918420291494,0.763201630267028
"NKX3-2",67.7474026114158,6.3070069034255e-07,0.00144269234962268,0.659281963598924,0.763226424653865
"C9orf129",18.1686520385318,4.42247402956959e-07,0.00144269372120301,0.659253546640599,0.763226424653865
"NMU",79.9736880914088,-4.53520905544386e-07,0.00144269357077631,0.659374306791181,0.763289132120361
"CCDC24",994.248553764269,-1.65166763129453e-06,0.00144267578974737,0.659445247051091,0.76332705780927
"TBL1Y",0.20974754734565,3.29595317533362e-07,0.0014426950336342,0.659567413104335,0.763424271020498
"ATG2A",2807.97000831759,2.45111626787499e-06,0.00144265356207851,0.659790132553935,0.763531337402615
"KRT17",13026.0102165195,9.35624565166287e-06,0.00144270459149734,0.659850854205251,0.763531337402615
"CTNNBIP1",1148.92501294848,8.7034643831786e-06,0.00144268905212036,0.659823304235041,0.763531337402615
"NEU4",282.04472591951,7.38125035340886e-07,0.00144269134609591,0.659712369282384,0.763531337402615
"SYS1-DBNDD2",54.008485607382,5.02181223767867e-07,0.00144269333807015,0.65982231326078,0.763531337402615
"GNAQ",949.4486138035,2.06155061828008e-08,0.00144267007225334,0.659931052363436,0.763579945657091
"AC062017.1",53.9846885387257,5.80983659438815e-07,0.00144269275208777,0.659971946055361,0.763583073284584
"ATF1",813.047038800341,-9.31239187547928e-06,0.00144269742020321,0.660190266353586,0.763791470054021
"SRCIN1",1016.27786120558,-1.67752481444925e-06,0.00144267504613778,0.660258937468827,0.76382671965236
"SLC9A2",92.441609423189,7.54597737560906e-07,0.00144269113745358,0.660524901614788,0.764090192252145
"EIF2B1",976.719153691981,2.5094701646209e-06,0.00144265118446909,0.660872887320664,0.764404287231826
"IFITM10",575.320170971545,-8.90930985804383e-06,0.00144269772586033,0.660858206150624,0.764404287231826
"ITPK1",1638.5260529424,2.26805508777614e-06,0.00144266080678701,0.661009487888968,0.764460539344288
"PTGER1",63.8914150813322,6.75625534501492e-06,0.00144269857974028,0.661036224103401,0.764460539344288
"NOC3L",217.402868712165,1.43815021276372e-06,0.00144268067803618,0.661017621752278,0.764460539344288
"CXorf28",0.590035603985643,3.55661959229264e-07,0.00144269504753819,0.661225847516244,0.764591382525
"ZNF286B",401.354899567828,-6.83430655304686e-06,0.00144268438105392,0.661221094886135,0.764591382525
"TMEM260",875.330807128629,-2.85500601508241e-05,0.00144280334511033,0.661271577586452,0.764600041768652
"CDR2",920.726238489226,1.02867416959688e-05,0.00144268165272323,0.661482631764704,0.764755622730629
"PTPRJ",749.043937241985,-0.734194363732515,0.233147958602687,0.661447198851362,0.764755622730629
"C1orf226",580.429243026197,2.68604747576518e-06,0.00144268322751693,0.661557417972546,0.76479786151738
"TIPIN",456.399861463566,6.87865103378661e-06,0.00144268443793367,0.661864760112843,0.76496280513691
"DDX54",1630.32669100581,2.61753401072282e-06,0.00144267855151895,0.661800431718105,0.76496280513691
"ZNF77",162.087031743567,1.2992704467891e-06,0.00144268344900268,0.661752826484464,0.76496280513691
"CCDC57",32880.8276678939,3.53518840576477e-05,0.00144289878813537,0.661891393861585,0.76496280513691
"ZNF485",184.789942704711,8.23602047177721e-06,0.00144268773316974,0.661817137004178,0.76496280513691
"ARMC8",1545.09508079393,9.8769627805403e-07,0.00144260563207775,0.661966194068057,0.765005033477645
"CCDC64",976.921120303947,1.39510804203773e-05,0.00144271948986793,0.662066083885672,0.765076250214433
"USP6NL",806.329441937248,1.94606487376652e-06,0.00144266849026827,0.662289614497007,0.765246102187538
"ZNF28",385.125287054828,-1.72342866452827e-06,0.00144267373380896,0.662282805639576,0.765246102187538
"ZNF684",235.535919289323,-3.73272839754401e-06,0.00144268567886214,0.662365007784431,0.765288989635476
"SFRP2",7980.82265560885,-1.79973352525662e-05,0.00144274097024224,0.66257239484974,0.765484367423189
"LRRC14B",71.7907393235837,-2.33406393956295e-06,0.00144269056299014,0.662622985056463,0.765498582262606
"ATP13A3",1810.07191774551,-1.3011986482761e-06,0.00144268282651337,0.662752539308805,0.765604013805191
"NXT2",134.627402020676,-2.741510779391e-06,0.00144268679890059,0.662823691824791,0.765641972057593
"C14orf142",105.094500636869,-1.37888187937411e-06,0.00144268135957436,0.662902386310227,0.765688637312922
"PAXBP1",774.950818730566,-2.05818766918666e-06,0.00144266452082353,0.663120851921563,0.765852490371981
"SPACA5B",11.9723414231538,2.46408516626694e-07,0.00144269463177736,0.663103899272451,0.765852490371981
"CTCF",527.75231243261,2.3796333705578e-06,0.00144265498850786,0.663228081185298,0.76588785117355
"WDR43",1245.92174060018,-1.14297055459131e-05,0.00144269516354546,0.663223073531078,0.76588785117355
"SLC25A6",9314.00927522369,-5.68914954402013e-05,0.00144324076979809,0.663381716452965,0.766021024473612
"PLEKHM1",2645.7808283362,4.02747522493858e-06,0.00144258002934231,0.66344054108744,0.766031205271051
"L34079.2",13.4876676560615,-2.28774104857522e-07,0.00144269462061629,0.663467159231709,0.766031205271051
"TMLHE",645.058286928515,-1.36680021624544e-05,0.00144270431409862,0.663529395038472,0.766056960302936
"SLC35E2B",2932.61937086298,-2.69916406491e-06,0.00144264248320809,0.663566094602709,0.766056960302936
"PRPF39",878.651080291715,1.7807678849086e-06,0.00144268263952859,0.663727041744972,0.766198526134467
"FAM203B",115.950775335006,-6.88412982657799e-06,0.00144269898809902,0.663786536354395,0.766222966795784
"OCLN",609.957342489851,-6.06621985984318e-08,0.00144266799274281,0.663972667927589,0.766393575946439
"SDCCAG8",2323.34267883386,5.80728933723344e-06,0.00144265568031472,0.664697021198424,0.766936460861511
"MGLL",3191.6570115054,2.36589689650322e-06,0.00144266719497541,0.66454370553841,0.766936460861511
"PRDM4",919.712207524456,1.90722786757031e-06,0.00144267534918049,0.66465583734085,0.766936460861511
"DDX55",1183.33250133092,-2.93207327255513e-06,0.00144261503219807,0.664612359959711,0.766936460861511
"PNO1",419.480096269124,4.86195520020309e-06,0.00144266997226666,0.664816949309784,0.766936460861511
"SCG5",144.783173622873,9.22054081161058e-07,0.00144268903914667,0.664526019108631,0.766936460861511
"ARRDC5",126.968622906176,-9.51486356871662e-06,0.0014427043261108,0.664717443788872,0.766936460861511
"LTC4S",353.499324789565,-9.95707210298564e-07,0.00144268777474751,0.664668977120984,0.766936460861511
"RNF223",86.748643104901,1.0895413995551e-06,0.00144268661277592,0.664790801817724,0.766936460861511
"RP11-574K11.31",218.483935687944,1.41812232463064e-06,0.00144268072402534,0.664826584958073,0.766936460861511
"SLC18B1",240.184832557397,-1.24826515811901e-06,0.00144268366848661,0.664948236534195,0.767032541467992
"APEX1",2406.78001995528,-2.59781714339852e-07,0.00144267377525382,0.665090917646869,0.767073499059884
"METTL21B",491.370373371344,6.63647338449882e-05,0.00144342776199824,0.665046157202203,0.767073499059884
"HTRA1",3552.43764815747,4.0169781668262e-05,0.00144296282035546,0.665098838636699,0.767073499059884
"CTD-2583A14.9",2.39790009086873,-2.74667158131954e-08,0.00144269486097103,0.665222775715801,0.76717218536435
"TNFAIP8",604.096838536957,9.06840879513238e-06,0.00144266255139158,0.665335301701113,0.767213450730265
"FOXD4L1",14.0836860169172,1.08666958368517,1.02154403297107,0.66530286444563,0.767213450730265
"PARD6B",445.290680809538,2.80517850133827e-06,0.0014426714682543,0.665421753956693,0.767224643827353
"CLDN14",87.6397484834683,-8.59538393553056e-07,0.0014426896087139,0.665386722474493,0.767224643827353
"IGHMBP2",1335.52194901962,-5.20728808169013e-06,0.00144267458319768,0.665618581253662,0.767407329811194
"CBWD1",1311.78955507343,2.06353356785622e-06,0.0014426643625039,0.66587981373107,0.767664244694632
"ARHGEF3",715.436713169828,-1.89730198787856e-07,0.00144267438672754,0.666475532265822,0.768306722331807
"HSD11B2",564.713112840669,-1.28125515242582e-05,0.00144271204842352,0.666600405385466,0.768406371016259
"RUNDC3A",644.568002626808,1.06239119636328e-06,0.00144268702613272,0.66674869925608,0.768533004319501
"UTP20",432.339033168199,1.28869370832964e-05,0.00144268381813343,0.667459101903715,0.769307504667255
"CEACAM5",119.482263849874,-9.74182927298901e-07,0.00144268796314156,0.667784248777899,0.76938883843587
"ERRFI1",2093.85845771184,2.31888199631174e-05,0.00144277336275796,0.667707046484325,0.76938883843587
"PRB2",224.377356246826,-3.93804589274899e-06,0.00144269311049612,0.667791055292811,0.76938883843587
"CMPK1",1838.14156114593,2.97796934383981e-07,0.00144266854818843,0.667711394828966,0.76938883843587
"MTBP",274.647721801382,-1.56942342115859e-06,0.00144267676205458,0.667608360637273,0.76938883843587
"HSBP1",989.665046347618,-2.82402160012261e-06,0.00144263593578533,0.667799034821251,0.76938883843587
"ETV5",904.740226516838,-1.63223587703746e-06,0.00144267524353437,0.66774617069372,0.76938883843587
"USP36",3759.90403526782,1.04327350381123e-06,0.00144265310552899,0.667894881518898,0.769428537803273
"COL6A1",26606.4247370355,-2.45993724111397e-05,0.0014427833713433,0.667948941214935,0.769428537803273
